"geom","village_code","village_name","tehsil_code","tehsil_name","district_code","district_name","state_code","state_name","pincode","latitude","longitude","population","female","male","sc_population","st_population","isstarvillage","isstarpocket","issector","istownsector","label_star_pocket","label_star_pocket_pool","label_sector","label_sector_pool","catchment_branch_solid","catchment_branch_tag","catchment_branch_lat","catchment_branch_lng","catchment_branch_dist"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.722358,27.175573],[83.722253,27.174893],[83.721734,27.172843],[83.721303,27.171206],[83.721101,27.169669],[83.720951,27.168993],[83.720757,27.168683],[83.720449,27.168437],[83.719958,27.168098],[83.718588,27.167442],[83.717286,27.16673],[83.716728,27.166457],[83.716446,27.166366],[83.716158,27.166457],[83.715772,27.166684],[83.712584,27.168502],[83.710728,27.169521],[83.709836,27.170126],[83.708466,27.171218],[83.706128,27.173231],[83.705195,27.17393],[83.703902,27.17488],[83.705208,27.175731],[83.70613,27.176227],[83.708457,27.17742],[83.710714,27.178225],[83.711664,27.178493],[83.712465,27.178651],[83.713534,27.17897],[83.714129,27.179303],[83.71506,27.179412],[83.715492,27.179397],[83.716155,27.179254],[83.71664,27.179238],[83.717008,27.179273],[83.717495,27.179425],[83.718377,27.179677],[83.718879,27.178942],[83.719298,27.178415],[83.719589,27.17808],[83.719791,27.177858],[83.720026,27.177679],[83.720472,27.177448],[83.721861,27.176938],[83.722038,27.176648],[83.722358,27.175573]]]]}",184085,"Shitalapur",945,"Nichlaul",187,"Mahrajganj",9,"Uttar Pradesh",273304,"27.173021","83.71313",2467,1206,1261,389,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","39.7400919526005"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.574723,27.453516],[83.57327,27.452226],[83.572509,27.451517],[83.570055,27.449337],[83.567591,27.446792],[83.566836,27.445993],[83.566407,27.445384],[83.565698,27.444202],[83.564284,27.441752],[83.563039,27.439438],[83.562255,27.438183],[83.561179,27.436015],[83.560415,27.434151],[83.558418,27.436131],[83.556781,27.437654],[83.555706,27.438426],[83.554547,27.439082],[83.553503,27.439552],[83.552455,27.440073],[83.551724,27.44052],[83.550343,27.441594],[83.548939,27.442535],[83.549156,27.443523],[83.549415,27.444137],[83.549516,27.444424],[83.549472,27.444841],[83.549516,27.447103],[83.549582,27.448959],[83.549547,27.450839],[83.549664,27.452398],[83.549974,27.454744],[83.5504,27.456264],[83.550592,27.457128],[83.550798,27.45876],[83.551018,27.459303],[83.551342,27.45966],[83.5523,27.460145],[83.553157,27.460431],[83.553673,27.46061],[83.554168,27.460852],[83.554389,27.461286],[83.554854,27.461297],[83.555293,27.460888],[83.555844,27.460283],[83.556243,27.459894],[83.556665,27.459616],[83.557559,27.459236],[83.558864,27.458784],[83.55982,27.45853],[83.560827,27.458307],[83.562,27.458201],[83.563872,27.457933],[83.56456,27.457699],[83.565815,27.457299],[83.567123,27.456778],[83.568977,27.456096],[83.569445,27.45596],[83.570435,27.455677],[83.572287,27.455088],[83.572956,27.454822],[83.573961,27.454084],[83.574723,27.453516]]]]}",183649,"Shivpuri",944,"Nautanwa",187,"Mahrajganj",9,"Uttar Pradesh",273164,"27.447724","83.561831",2726,1270,1456,160,161,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","73.106225476292"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.697224,27.366449],[83.697189,27.365607],[83.697081,27.365059],[83.696881,27.364643],[83.696515,27.364228],[83.696045,27.363823],[83.695785,27.363531],[83.695491,27.363121],[83.69428,27.361288],[83.693572,27.360148],[83.692723,27.35923],[83.692,27.359199],[83.691203,27.359223],[83.69074,27.359362],[83.690376,27.359418],[83.689876,27.359412],[83.689516,27.359363],[83.687665,27.358947],[83.686497,27.358641],[83.68421,27.357583],[83.682784,27.356861],[83.682011,27.356574],[83.681093,27.356251],[83.680814,27.356172],[83.680341,27.356098],[83.679818,27.356047],[83.679235,27.356027],[83.677065,27.356264],[83.677227,27.357167],[83.677246,27.358684],[83.677256,27.359659],[83.67718,27.360401],[83.677098,27.361035],[83.676984,27.361384],[83.679757,27.362957],[83.681615,27.363845],[83.68262,27.364356],[83.683027,27.364601],[83.683715,27.36516],[83.685012,27.366395],[83.686407,27.368062],[83.687399,27.369374],[83.687699,27.369871],[83.688154,27.369557],[83.689715,27.368756],[83.691031,27.368223],[83.692078,27.367826],[83.693117,27.367548],[83.694452,27.367234],[83.695618,27.367034],[83.696482,27.367007],[83.697198,27.367027],[83.697224,27.366449]]]]}",183878,"Piparia",945,"Nichlaul",187,"Mahrajganj",9,"Uttar Pradesh",273304,"27.362949","83.687104",1160,563,597,116,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","58.5603317623711"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.775769,27.020021],[83.775689,27.019364],[83.775558,27.018995],[83.773823,27.017171],[83.773256,27.016591],[83.773064,27.016237],[83.773207,27.015796],[83.773681,27.014356],[83.773722,27.014056],[83.773627,27.01358],[83.772669,27.012286],[83.772205,27.011745],[83.77168,27.011132],[83.770704,27.009969],[83.770159,27.009413],[83.768309,27.007882],[83.767516,27.007167],[83.767283,27.006845],[83.767104,27.006475],[83.766488,27.005055],[83.766189,27.00439],[83.765846,27.003944],[83.765029,27.002937],[83.764528,27.002235],[83.763311,26.999935],[83.76246,26.998588],[83.762139,26.999553],[83.761816,27.000278],[83.761467,27.00081],[83.761137,27.001169],[83.76073,27.001587],[83.760304,27.001918],[83.760029,27.002115],[83.75963,27.002311],[83.75677,27.003437],[83.751623,27.005265],[83.750115,27.005889],[83.749676,27.006173],[83.74696,27.008813],[83.746708,27.009073],[83.746383,27.009438],[83.746081,27.009975],[83.744667,27.013693],[83.744457,27.014482],[83.744353,27.015098],[83.744312,27.016113],[83.744153,27.019276],[83.744194,27.020014],[83.744327,27.020673],[83.74486,27.022933],[83.744883,27.023397],[83.745096,27.025524],[83.745225,27.026079],[83.745338,27.026356],[83.745542,27.026617],[83.745795,27.026861],[83.746143,27.027116],[83.746682,27.027413],[83.747879,27.028141],[83.748769,27.028878],[83.752845,27.029555],[83.753258,27.029572],[83.753699,27.029466],[83.755923,27.028622],[83.758095,27.02751],[83.763865,27.024421],[83.7662,27.023101],[83.767196,27.02258],[83.767948,27.022309],[83.768832,27.022073],[83.773432,27.02133],[83.774122,27.021202],[83.774717,27.021061],[83.775692,27.020704],[83.775769,27.020021]]]]}",188383,"Luxmipur Urf Kurmi Patti",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274306,"27.01408","83.759961",6615,3302,3313,594,68,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","24.7682889211765"
"{""type"":""MultiPolygon"",""coordinates"":[[[[84.225615,26.77964],[84.225457,26.77673],[84.225294,26.775769],[84.224387,26.773489],[84.223359,26.77145],[84.223111,26.771034],[84.222819,26.770721],[84.221928,26.769976],[84.221471,26.770422],[84.220823,26.770965],[84.220062,26.771409],[84.217541,26.772282],[84.216374,26.772819],[84.21591,26.773033],[84.215671,26.773219],[84.215306,26.773591],[84.214997,26.774558],[84.214621,26.775242],[84.212897,26.777282],[84.209952,26.780469],[84.209421,26.780936],[84.208724,26.781348],[84.206232,26.782694],[84.205203,26.783185],[84.205388,26.783484],[84.205626,26.784032],[84.205941,26.784533],[84.207192,26.785677],[84.208575,26.787064],[84.209272,26.788126],[84.210132,26.789585],[84.210952,26.790901],[84.211061,26.791207],[84.211108,26.791768],[84.211025,26.792842],[84.212686,26.794471],[84.213083,26.794688],[84.213598,26.794797],[84.213975,26.794747],[84.214379,26.794594],[84.216014,26.793727],[84.217352,26.7917],[84.217922,26.790929],[84.218535,26.790317],[84.220926,26.788456],[84.222681,26.787152],[84.223175,26.786729],[84.223668,26.786187],[84.225271,26.783603],[84.225474,26.782984],[84.225562,26.781568],[84.225615,26.77964]]]]}",189498,"Chaubia Patkhauli",958,"Tamkuhi Raj",189,"Kushinagar",9,"Uttar Pradesh",274302,"26.782386","84.215409",3816,1855,1961,1053,91,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","27.2275162092729"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.73053,27.20618],[83.72947,27.206136],[83.728991,27.206154],[83.727716,27.206403],[83.726142,27.206789],[83.725317,27.206947],[83.724195,27.206997],[83.72336,27.206936],[83.723044,27.206889],[83.722545,27.206728],[83.7222,27.20657],[83.721739,27.20634],[83.720781,27.205673],[83.720888,27.206303],[83.720815,27.209739],[83.720763,27.210027],[83.720616,27.210473],[83.720514,27.210837],[83.721423,27.21128],[83.721767,27.211496],[83.722009,27.211684],[83.722944,27.2128],[83.724453,27.214682],[83.724781,27.215048],[83.725146,27.215419],[83.725689,27.215833],[83.726534,27.216323],[83.727823,27.2151],[83.7286,27.214261],[83.729417,27.21319],[83.729822,27.212603],[83.729932,27.212331],[83.730066,27.211929],[83.730354,27.210263],[83.730409,27.207815],[83.730419,27.206845],[83.730458,27.206547],[83.73053,27.20618]]]]}",184076,"Mundera",945,"Nichlaul",187,"Mahrajganj",9,"Uttar Pradesh",273304,"27.210998","83.725522",182,88,94,100,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","42.2723918544869"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.69797,26.973636],[83.697966,26.973282],[83.697782,26.972465],[83.69669,26.969846],[83.69648,26.969608],[83.695895,26.969221],[83.694846,26.969026],[83.69428,26.968798],[83.692205,26.967663],[83.691821,26.967257],[83.690182,26.964238],[83.686628,26.964623],[83.68238,26.965136],[83.681418,26.965159],[83.679924,26.965001],[83.679353,26.964838],[83.678315,26.963991],[83.676766,26.966601],[83.676481,26.966802],[83.67598,26.966982],[83.675252,26.967456],[83.675052,26.967806],[83.674902,26.968389],[83.674862,26.969438],[83.674763,26.96982],[83.674416,26.970347],[83.673816,26.970875],[83.672472,26.97175],[83.672164,26.972056],[83.671988,26.972457],[83.671932,26.973305],[83.672248,26.973856],[83.672398,26.974239],[83.672502,26.974857],[83.672403,26.9774],[83.67229,26.978569],[83.671937,26.979616],[83.672803,26.979998],[83.673294,26.980299],[83.673856,26.98099],[83.674261,26.981774],[83.67559,26.981299],[83.675996,26.981225],[83.677591,26.981201],[83.677728,26.980861],[83.679118,26.979896],[83.679326,26.979552],[83.679386,26.9791],[83.679134,26.977655],[83.678587,26.976074],[83.678253,26.975312],[83.678187,26.975001],[83.678285,26.974606],[83.678574,26.9741],[83.678798,26.973878],[83.680062,26.973602],[83.683279,26.972947],[83.684208,26.972875],[83.684667,26.972932],[83.685552,26.973148],[83.687221,26.973764],[83.68771,26.974094],[83.689258,26.975085],[83.690096,26.975504],[83.690848,26.975777],[83.691569,26.975895],[83.692592,26.975908],[83.694318,26.975835],[83.69467,26.975733],[83.695218,26.975431],[83.69607,26.975431],[83.696518,26.975403],[83.697055,26.975304],[83.69754,26.975073],[83.697822,26.974427],[83.69797,26.973636]]]]}",184618,"Harakhi",947,"Maharajganj",187,"Mahrajganj",9,"Uttar Pradesh",273301,"26.972882","83.684951",3242,1636,1606,241,8,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","29.9640243582285"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.871479,27.020095],[83.871405,27.019481],[83.871132,27.0187],[83.870898,27.018142],[83.870776,27.017853],[83.870399,27.016544],[83.870046,27.015031],[83.869391,27.012904],[83.86918,27.012258],[83.867673,27.012188],[83.866762,27.012135],[83.866106,27.012109],[83.865229,27.01213],[83.8644,27.012163],[83.863851,27.01224],[83.863225,27.012473],[83.862356,27.012952],[83.860134,27.014076],[83.859539,27.014431],[83.861565,27.016502],[83.861781,27.016769],[83.861963,27.017069],[83.86247,27.018207],[83.862775,27.018803],[83.863241,27.019437],[83.864487,27.021216],[83.864712,27.021549],[83.864865,27.021832],[83.864984,27.022157],[83.865142,27.022716],[83.86539,27.02318],[83.865642,27.0235],[83.866088,27.023309],[83.866924,27.023056],[83.869066,27.022513],[83.870132,27.02205],[83.8707,27.021667],[83.871211,27.021003],[83.871386,27.020575],[83.871479,27.020095]]]]}",188376,"Rajman Chhapra",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274305,"27.017804","83.865509",963,489,474,275,20,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","16.8181158285584"
"{""type"":""MultiPolygon"",""coordinates"":[[[[84.043196,26.880699],[84.043115,26.879955],[84.043022,26.879387],[84.042831,26.877979],[84.042451,26.87819],[84.042114,26.878422],[84.041555,26.878615],[84.040139,26.878783],[84.038299,26.87894],[84.038718,26.879709],[84.039004,26.880493],[84.039173,26.880987],[84.039065,26.881436],[84.038245,26.882567],[84.037753,26.883141],[84.03694,26.883751],[84.037388,26.884176],[84.04084,26.885671],[84.041565,26.884826],[84.042233,26.884117],[84.042532,26.883692],[84.042854,26.882778],[84.042956,26.882486],[84.04318,26.881311],[84.043196,26.880699]]]]}",188592,"Semria Khurd",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274303,"26.881825","84.040068",846,412,434,0,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","6.70494802583742"
"{""type"":""MultiPolygon"",""coordinates"":[[[[84.086964,26.841754],[84.086483,26.839241],[84.086135,26.83706],[84.085799,26.834726],[84.085615,26.833696],[84.085039,26.832767],[84.084513,26.832142],[84.084332,26.831769],[84.084245,26.83123],[84.08412,26.830756],[84.082501,26.83126],[84.080228,26.831869],[84.079176,26.83207],[84.07816,26.832171],[84.07602,26.832176],[84.073702,26.831832],[84.071398,26.831649],[84.070233,26.831637],[84.069779,26.831648],[84.069688,26.832],[84.069456,26.832285],[84.068755,26.83281],[84.068335,26.833251],[84.067897,26.834211],[84.067026,26.836943],[84.0669,26.837392],[84.066641,26.8377],[84.069401,26.838376],[84.07303,26.839609],[84.074289,26.840239],[84.076083,26.841306],[84.078711,26.843164],[84.079607,26.843913],[84.080219,26.844474],[84.080536,26.844813],[84.080873,26.845089],[84.081392,26.844631],[84.081672,26.844332],[84.081919,26.844164],[84.082314,26.844033],[84.082816,26.843936],[84.086023,26.843439],[84.086438,26.843198],[84.086654,26.84292],[84.086763,26.842645],[84.086964,26.841754]]]]}",188698,"Padari",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274303,"26.837922","84.076802",1711,804,907,435,79,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","12.3093875069574"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.843248,27.308415],[83.843425,27.308854],[83.843795,27.309315],[83.844246,27.309688],[83.845827,27.310546],[83.849288,27.311702],[83.851211,27.312345],[83.851626,27.311809],[83.852469,27.310979],[83.853822,27.309777],[83.85465,27.309191],[83.856051,27.308394],[83.85935,27.306956],[83.860183,27.306654],[83.861443,27.306396],[83.863678,27.306217],[83.866254,27.306143],[83.868198,27.306365],[83.871249,27.307014],[83.872183,27.307107],[83.872524,27.305958],[83.872757,27.305024],[83.872983,27.303644],[83.873012,27.30315],[83.872943,27.302791],[83.872739,27.302572],[83.871242,27.301404],[83.870953,27.301236],[83.870567,27.301025],[83.869402,27.300586],[83.865797,27.299209],[83.863906,27.298361],[83.863473,27.298178],[83.862964,27.297783],[83.861749,27.296819],[83.860071,27.294973],[83.85948,27.294226],[83.859316,27.293828],[83.859272,27.293335],[83.859498,27.292129],[83.858917,27.291881],[83.857816,27.291344],[83.85714,27.291057],[83.855896,27.292133],[83.855387,27.292421],[83.854226,27.293014],[83.851936,27.294136],[83.851164,27.294751],[83.850052,27.295609],[83.849037,27.296639],[83.847991,27.298157],[83.847055,27.299917],[83.846658,27.300743],[83.846143,27.302158],[83.845779,27.303216],[83.845337,27.304018],[83.844176,27.305527],[83.843822,27.305957],[83.843606,27.306376],[83.843412,27.306857],[83.84324,27.307521],[83.843203,27.308036],[83.843248,27.308415]]]]}",183937,"Narsinhpur",945,"Nichlaul",187,"Mahrajganj",9,"Uttar Pradesh",273304,"27.301701","83.858107",0,0,0,0,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","45.7762368145211"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.956891,27.043493],[83.956646,27.042913],[83.956489,27.042307],[83.955991,27.038707],[83.955439,27.038775],[83.954655,27.038754],[83.953812,27.038724],[83.953466,27.038732],[83.952916,27.038796],[83.952114,27.038992],[83.951217,27.03933],[83.951029,27.039602],[83.951019,27.040345],[83.951285,27.044179],[83.951736,27.044576],[83.952106,27.044729],[83.952402,27.044763],[83.95318,27.044805],[83.953832,27.044819],[83.954559,27.044723],[83.954849,27.044601],[83.955587,27.044292],[83.956622,27.04372],[83.956891,27.043493]]]]}",188464,"Khotahi",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274305,"27.041763","83.953955",494,238,256,23,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","15.5012336832583"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.627775,27.253985],[83.627501,27.253862],[83.626938,27.253863],[83.625493,27.253839],[83.624375,27.253821],[83.624047,27.253788],[83.623711,27.253722],[83.62321,27.25353],[83.622961,27.25487],[83.622732,27.255505],[83.622142,27.256717],[83.621793,27.257255],[83.62141,27.257586],[83.62101,27.257691],[83.620748,27.257839],[83.620499,27.258012],[83.61943,27.259211],[83.619291,27.25959],[83.619342,27.260349],[83.619368,27.260756],[83.619628,27.261436],[83.619716,27.261727],[83.619733,27.26223],[83.619655,27.262588],[83.619327,27.262965],[83.618581,27.263351],[83.618168,27.263515],[83.617889,27.263822],[83.616681,27.265527],[83.61667,27.26584],[83.617254,27.267598],[83.618517,27.267695],[83.618983,27.267769],[83.619517,27.267905],[83.619906,27.267991],[83.620232,27.26803],[83.620567,27.268007],[83.620932,27.267916],[83.621436,27.267758],[83.621981,27.267548],[83.622455,27.267284],[83.622931,27.266991],[83.623223,27.26675],[83.623459,27.266551],[83.62371,27.266247],[83.624138,27.265596],[83.625095,27.264285],[83.625391,27.263641],[83.625779,27.262626],[83.626405,27.260769],[83.626551,27.260083],[83.626837,27.258252],[83.627042,27.256143],[83.627208,27.25575],[83.627398,27.255407],[83.627573,27.254917],[83.627753,27.254332],[83.627775,27.253985]]]]}",184479,"Piparia Manik Rai",947,"Maharajganj",187,"Mahrajganj",9,"Uttar Pradesh",273207,"27.26078","83.622222",721,346,375,125,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","53.0047741621864"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.752611,26.902972],[83.752478,26.900423],[83.751693,26.893948],[83.751357,26.891922],[83.750079,26.892795],[83.744273,26.896551],[83.737803,26.901291],[83.733702,26.903551],[83.7295,26.905579],[83.728054,26.906788],[83.727031,26.907853],[83.726824,26.908136],[83.726581,26.908811],[83.726643,26.909266],[83.727465,26.911631],[83.72806,26.912784],[83.728589,26.913578],[83.729442,26.914537],[83.730665,26.915579],[83.731344,26.915077],[83.731623,26.91491],[83.732792,26.914149],[83.733186,26.91393],[83.733818,26.913552],[83.735353,26.91288],[83.735928,26.912783],[83.737047,26.912717],[83.742014,26.912604],[83.744211,26.912626],[83.748005,26.913019],[83.749296,26.913121],[83.750088,26.91221],[83.750558,26.911662],[83.750725,26.911292],[83.751148,26.908033],[83.751428,26.907073],[83.7518,26.906197],[83.752334,26.904934],[83.752522,26.904135],[83.752611,26.902972]]]]}",188818,"Sidhawat",956,"Hata",189,"Kushinagar",9,"Uttar Pradesh",274301,"26.90375","83.739596",3085,1538,1547,541,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","23.5558536762862"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.74802,27.36907],[83.747679,27.368916],[83.747467,27.368705],[83.747235,27.368419],[83.746816,27.367722],[83.746458,27.36709],[83.74641,27.36671],[83.746796,27.36331],[83.746085,27.362877],[83.745662,27.362638],[83.745193,27.362462],[83.744845,27.362387],[83.744508,27.362383],[83.744163,27.362422],[83.743364,27.362626],[83.742743,27.362861],[83.741802,27.363261],[83.740851,27.363669],[83.740485,27.363786],[83.739853,27.363893],[83.73919,27.363927],[83.738827,27.363909],[83.738236,27.363878],[83.73805,27.364408],[83.737683,27.364966],[83.737466,27.365471],[83.737348,27.365964],[83.737308,27.366334],[83.737345,27.36693],[83.737495,27.367439],[83.737713,27.36794],[83.738606,27.369392],[83.739254,27.370791],[83.739681,27.370607],[83.740202,27.370447],[83.740892,27.370331],[83.741464,27.370289],[83.74196,27.370295],[83.74245,27.370353],[83.743302,27.370545],[83.744081,27.370823],[83.744486,27.370825],[83.745422,27.370509],[83.746935,27.369775],[83.747506,27.369456],[83.74802,27.36907]]]]}",183859,"Dighwa",945,"Nichlaul",187,"Mahrajganj",9,"Uttar Pradesh",273304,"27.366604","83.742664",418,212,206,23,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","56.4408323996437"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.63945,27.070273],[83.639233,27.069139],[83.638673,27.067758],[83.638383,27.066868],[83.638115,27.065539],[83.637959,27.064927],[83.637701,27.064305],[83.637362,27.06402],[83.63679,27.063547],[83.636534,27.063792],[83.636253,27.063907],[83.635718,27.064017],[83.634778,27.064],[83.633855,27.064058],[83.63338,27.06411],[83.632965,27.064238],[83.631991,27.064806],[83.631052,27.065749],[83.630152,27.066581],[83.629624,27.067037],[83.629034,27.067477],[83.628392,27.068155],[83.628333,27.069238],[83.628386,27.069784],[83.628803,27.071691],[83.629087,27.074119],[83.629282,27.074643],[83.630527,27.07565],[83.630805,27.075806],[83.63162,27.076133],[83.633174,27.076793],[83.633906,27.077151],[83.634332,27.077223],[83.634716,27.077147],[83.634977,27.076922],[83.636014,27.075887],[83.637719,27.074186],[83.638681,27.073146],[83.638942,27.072811],[83.639054,27.072449],[83.639445,27.070743],[83.63945,27.070273]]]]}",184563,"Dharampur",947,"Maharajganj",187,"Mahrajganj",9,"Uttar Pradesh",273302,"27.070385","83.633891",883,447,436,202,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","38.724072611899"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.882063,27.052081],[83.882041,27.051663],[83.881879,27.050681],[83.88181,27.050102],[83.881458,27.049054],[83.88111,27.048597],[83.880756,27.048242],[83.879292,27.047073],[83.878924,27.046666],[83.878769,27.046364],[83.878592,27.045718],[83.878463,27.04452],[83.878405,27.041417],[83.878279,27.04111],[83.877911,27.040839],[83.877586,27.040549],[83.877368,27.040319],[83.877171,27.039939],[83.876479,27.038525],[83.875831,27.037479],[83.875058,27.037482],[83.873492,27.037389],[83.8713,27.039016],[83.870947,27.039313],[83.870671,27.0397],[83.870346,27.040491],[83.86972,27.042153],[83.869351,27.042809],[83.868154,27.044254],[83.867312,27.045075],[83.867215,27.045507],[83.867863,27.04715],[83.869283,27.050573],[83.871398,27.054558],[83.872821,27.05715],[83.873054,27.057725],[83.873273,27.058511],[83.874027,27.060843],[83.875316,27.063947],[83.875911,27.065619],[83.876116,27.065885],[83.876445,27.066296],[83.876909,27.066674],[83.877729,27.065912],[83.879161,27.064272],[83.879462,27.06403],[83.879237,27.063298],[83.879103,27.062611],[83.879055,27.061128],[83.879114,27.059313],[83.879166,27.058265],[83.879297,27.057257],[83.879537,27.056499],[83.87986,27.055898],[83.881234,27.053809],[83.881894,27.052686],[83.882063,27.052081]]]]}",188335,"Bishunpura Khurd",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274305,"27.052031","83.874639",2420,1156,1264,377,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","19.3521322082288"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.917856,27.056432],[83.916774,27.055765],[83.915872,27.055236],[83.914857,27.054791],[83.914143,27.054455],[83.913002,27.053749],[83.912618,27.053434],[83.912006,27.052751],[83.911332,27.051948],[83.910985,27.05139],[83.910609,27.050554],[83.910273,27.049842],[83.910025,27.049433],[83.909651,27.049076],[83.908792,27.048796],[83.907429,27.048471],[83.905994,27.048196],[83.904427,27.047721],[83.903614,27.047474],[83.901755,27.046701],[83.901083,27.046452],[83.900538,27.04635],[83.899088,27.046337],[83.898029,27.046382],[83.897292,27.046548],[83.896111,27.046821],[83.894881,27.047143],[83.89427,27.0472],[83.893192,27.047231],[83.892623,27.046896],[83.891793,27.04632],[83.891448,27.047357],[83.891187,27.048066],[83.890981,27.048496],[83.890645,27.048868],[83.888815,27.050585],[83.888467,27.051016],[83.89007,27.051198],[83.891313,27.05145],[83.892279,27.051634],[83.894317,27.052021],[83.895149,27.052231],[83.895806,27.052501],[83.896255,27.052878],[83.896451,27.053166],[83.896526,27.053589],[83.896259,27.055232],[83.896217,27.055907],[83.896207,27.056396],[83.896462,27.056775],[83.897235,27.057331],[83.89773,27.057529],[83.89859,27.057857],[83.898896,27.058042],[83.899092,27.058311],[83.899304,27.058695],[83.899366,27.058976],[83.899338,27.059628],[83.899385,27.060689],[83.901192,27.060745],[83.901599,27.060778],[83.901876,27.06087],[83.902236,27.061129],[83.902723,27.061693],[83.90289,27.061993],[83.903573,27.06199],[83.905772,27.061872],[83.907,27.061673],[83.907829,27.061405],[83.908826,27.061017],[83.909209,27.060885],[83.911597,27.060516],[83.913137,27.060411],[83.913838,27.060244],[83.91496,27.059854],[83.916197,27.059387],[83.91663,27.058713],[83.917107,27.057919],[83.917397,27.057333],[83.917605,27.056703],[83.917856,27.056432]]]]}",188341,"Luxmipur",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274305,"27.054156","83.903161",2523,1184,1339,854,127,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","18.24582015535"
"{""type"":""MultiPolygon"",""coordinates"":[[[[84.039952,26.8054],[84.037994,26.805307],[84.037125,26.805293],[84.036421,26.80526],[84.035482,26.804894],[84.034432,26.804455],[84.033359,26.804291],[84.029377,26.803855],[84.028036,26.803727],[84.026615,26.803566],[84.026029,26.803556],[84.025352,26.803703],[84.024849,26.803942],[84.024224,26.804238],[84.023157,26.805119],[84.022722,26.805645],[84.022585,26.805937],[84.022433,26.80658],[84.022416,26.808881],[84.022422,26.809882],[84.022118,26.810898],[84.021044,26.811989],[84.021424,26.812939],[84.021626,26.813235],[84.022117,26.813842],[84.022508,26.814253],[84.02325,26.81478],[84.025395,26.815979],[84.027846,26.815437],[84.028348,26.815374],[84.030951,26.815095],[84.033318,26.814991],[84.034361,26.814954],[84.035441,26.814955],[84.036447,26.814972],[84.037366,26.815136],[84.0373,26.814721],[84.03692,26.814073],[84.036768,26.813776],[84.036783,26.813273],[84.037045,26.812136],[84.037525,26.810629],[84.037677,26.810132],[84.038559,26.808245],[84.039952,26.8054]]]]}",188695,"Siganjori",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274304,"26.809767","84.030498",2470,1202,1268,132,6,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","11.7287517085574"
